Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
nuclear-transcribed mRNA catabolic process (GO:0000956)	10/174	1.7196592589369534E-4	0.016037790016113853	0	0	4.433085501858736	38.42693472382613	CNOT6;RPS27;RPL10;RPS29;EIF4A3;RPS3;RPL23A;RPS2;RPL39;UBA52
mitochondrial electron transport, cytochrome c to oxygen (GO:0006123)	4/21	1.8394920956500425E-4	0.016037790016113853	0	0	16.85903743315508	145.0020668321874	COX7B;MT-CO1;NDUFA4;COX6B1
viral transcription (GO:0019083)	8/113	1.8745468850003206E-4	0.016037790016113853	0	0	5.514953435248638	47.32918370059344	RPS27;RPL10;RPS29;RPS3;RPL23A;RPS2;RPL39;UBA52
viral process (GO:0016032)	11/220	2.7780024191025125E-4	0.022516440660094048	0	0	3.8318931657501962	31.377872016379982	RAB1A;RRAGA;RPS27;RPL10;RPS29;DAG1;RPS3;RPL23A;RPS2;RPL39;UBA52
oxidative phosphorylation (GO:0006119)	3/11	4.078555796690617E-4	0.031404879634517754	0	0	26.783967391304348	209.03808273584937	UQCRB;ATP5C1;UQCRC2
protein glycosylation (GO:0006486)	8/130	4.856243382599644E-4	0.03561245147239739	0	0	4.742362833464401	36.18458504264601	DPM3;TMEM258;DAD1;GALNT18;DAG1;MAN1C1;DOLK;SIRT2
negative regulation of programmed cell death (GO:0043069)	15/408	6.511312059601578E-4	0.045023347965384944	0	0	2.7943557714550082	20.50162772171618	NTRK1;NGFR;RPL10;BNIP3;ANXA5;NME2;APIP;HSPB1;HAX1;MIEN1;IRAK1;TYRO3;TAF9B;UBA52;LAMTOR5
cellular macromolecule biosynthetic process (GO:0034645)	14/367	6.855986857165029E-4	0.045023347965384944	0	0	2.898626329574002	21.117125023568423	RPL10;MRPS36;MRPL18;MRPS18B;MRPS21;RPL23A;RPS27;RPS29;POLE3;RPS3;RPS2;RPL39;POLR2J;POLR2L
gene expression (GO:0010467)	15/411	7.016625656943108E-4	0.045023347965384944	0	0	2.772755968778696	20.1359145130291	RPL10;MRPS36;MRPL18;EIF4A3;MRPS18B;MRPS21;RPL23A;RPS27;RPS29;RPS3;SNRPG;RPS2;RPL39;POLR2J;POLR2L
mitochondrial translation (GO:0032543)	7/107	7.583310116446588E-4	0.04671319031731098	0	0	5.04952205882353	36.27773869685398	RARS2;MRPL30;MRPS36;MRPL18;MRPS18B;MRPS21;MRPL46
mitochondrial electron transport, ubiquinol to cytochrome c (GO:0006122)	3/14	8.722690178060249E-4	0.047974795979331374	0	0	19.476284584980238	137.19898599186286	UQCRB;UQCRQ;UQCRC2
cellular protein complex disassembly (GO:0043624)	3/14	8.722690178060249E-4	0.047974795979331374	0	0	19.476284584980238	137.19898599186286	N6AMT1;TRMT112;PEX14
nucleoside triphosphate metabolic process (GO:0009141)	3/14	8.722690178060249E-4	0.047974795979331374	0	0	19.476284584980238	137.19898599186286	NME2;SUCLG1;ITPA
negative regulation of cellular catabolic process (GO:0031330)	5/56	0.0010889531282520396	0.05782716612097038	0	0	7.038070702733648	48.017508173587956	NELL1;RRAGA;CPTP;SIRT2;MTOR
regulation of apoptotic process (GO:0042981)	23/815	0.0011291872426305808	0.05796494512170315	0	0	2.1472883128156566	14.572050686043678	NTRK1;NGFR;RPL10;BNIP3;ANXA5;NME2;APIP;GDF1;CHM;HSPB1;HAX1;MIEN1;IRAK1;CASP6;TYRO3;RPS3;PAK3;TAF9B;MAP4K5;UBA52;LCMT1;LAMTOR5;TGM2
mitochondrial translational elongation (GO:0070125)	6/87	0.0013710540398027117	0.06811042649342504	0	0	5.328991995658662	35.129650275442984	MRPL30;MRPS36;MRPL18;MRPS18B;MRPS21;MRPL46
mitochondrial translational termination (GO:0070126)	6/89	0.001541706138443081	0.07419460791257326	0	0	5.200052959089104	33.66964399021968	MRPL30;MRPS36;MRPL18;MRPS18B;MRPS21;MRPL46
protein targeting to membrane (GO:0006612)	5/61	0.0016028552056031435	0.07479990959481336	0	0	6.4080422314911365	41.24195946449158	TRAM1;ARL6;ATG4C;CHM;ZDHHC4
protein sulfation (GO:0006477)	2/6	0.0028028889517384774	0.11990136071325709	0	0	35.59025270758123	209.1676388008376	TPST1;HS3ST5
positive regulation of keratinocyte migration (GO:0051549)	2/6	0.0028028889517384774	0.11990136071325709	0	0	35.59025270758123	209.1676388008376	ADAM9;MTOR
response to manganese ion (GO:0010042)	2/6	0.0028028889517384774	0.11990136071325709	0	0	35.59025270758123	209.1676388008376	ADAM9;ATP13A2
positive regulation of intracellular signal transduction (GO:1902533)	15/479	0.003128506150083358	0.13021349921968572	0	0	2.358076998432602	13.59950085583936	NTRK1;NGFR;SEC13;MIB2;SHISA5;RRAGA;HAX1;IRAK1;TYRO3;RPS3;UBE2V1;UBA52;TMEM9B;LAMTOR5;CRLF2
protein localization to cilium (GO:0061512)	3/22	0.003398393198758038	0.13336858075786875	0	0	11.27116704805492	64.07041424148245	ARL6;IFT122;WDR35
negative regulation of apoptotic process (GO:0043066)	15/485	0.0035119887682957297	0.13336858075786875	0	0	2.3272485493230173	13.152614603237119	NTRK1;NGFR;RPL10;BNIP3;ANXA5;NME2;APIP;HSPB1;HAX1;MIEN1;IRAK1;TYRO3;TAF9B;UBA52;LAMTOR5
protein N-linked glycosylation (GO:0006487)	5/73	0.0035353000044985833	0.13336858075786875	0	0	5.273990983254616	29.77145293239705	OST4;DPM3;TMEM258;DAD1;MAN1C1
translational elongation (GO:0006414)	6/105	0.0035507219552419604	0.13336858075786875	0	0	4.356088356088356	24.570970836669204	MRPL30;MRPS36;MRPL18;MRPS18B;MRPS21;MRPL46
mitochondrial electron transport, NADH to ubiquinone (GO:0006120)	4/46	0.0038172196016773075	0.13607928092538402	0	0	6.8152380952380955	37.94883348989161	NDUFA8;NDUFA4;MT-ND2;MT-ND1
negative regulation of autophagy (GO:0010507)	4/46	0.0038172196016773075	0.13607928092538402	0	0	6.8152380952380955	37.94883348989161	RRAGA;CPTP;MTOR;SIRT2
modification by symbiont of host morphology or physiology (GO:0044003)	2/7	0.0038879794550109722	0.13607928092538402	0	0	28.470758122743682	158.00888329227845	RRAGA;DAG1
positive regulation of gene expression, epigenetic (GO:0045815)	4/47	0.004127268710166102	0.14124430697012882	0	0	6.656405919661734	36.544596535332154	KAT2A;WBP2;POLR1C;POLR2L
cytoplasmic pattern recognition receptor signaling pathway (GO:0002753)	3/24	0.00437567649809049	0.14649003928389903	0	0	10.196687370600413	55.38528706880351	IRAK1;UBE2V1;UBA52
regulation of reactive oxygen species metabolic process (GO:2000377)	4/49	0.004797490463790648	0.15719436838803402	0	0	6.359919191919192	33.95982085353448	UCP1;ROMO1;MPV17;SIRT2
nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872)	3/25	0.004921620432155729	0.15790198886499632	0	0	9.732707509881424	51.72075078066783	IRAK1;UBE2V1;UBA52
peptidyl-lysine acetylation (GO:0018394)	2/8	0.005136380506869412	0.1582005196115779	0	0	23.72442839951865	125.06110913707428	KAT2A;BLOC1S1
regulation of keratinocyte migration (GO:0051547)	2/8	0.005136380506869412	0.1582005196115779	0	0	23.72442839951865	125.06110913707428	ADAM9;MTOR
activation of protein kinase activity (GO:0032147)	9/233	0.005590664527921075	0.16881614456859717	0	0	2.9013392857142857	15.048252066391852	NTRK1;CALCA;IRAK1;ADAM9;UBE2V1;MAP4K5;PAK3;UBA52;MTOR
regulation of macroautophagy (GO:0016241)	6/116	0.005769859787193206	0.17087661677456803	0	0	3.9182817182817185	20.199163469385017	RRAGA;ATP6V1G2;BNIP3;ATP13A2;MTOR;LAMTOR5
regulation of autophagy of mitochondrion (GO:1903146)	3/27	0.006132064825927558	0.17678545193740358	0	0	8.920742753623188	45.444259570011845	KAT2A;HAX1;ATP13A2
neurotrophin TRK receptor signaling pathway (GO:0048011)	2/9	0.006543357636644159	0.17678545193740358	0	0	20.334192882929344	102.2668547885198	NTRK1;NGFR
nucleoside phosphate biosynthetic process (GO:1901293)	2/9	0.006543357636644159	0.17678545193740358	0	0	20.334192882929344	102.2668547885198	NME2;SUCLG1
regulation of striated muscle tissue development (GO:0016202)	2/9	0.006543357636644159	0.17678545193740358	0	0	20.334192882929344	102.2668547885198	CENPF;SIRT2
nucleoside triphosphate biosynthetic process (GO:0009142)	2/9	0.006543357636644159	0.17678545193740358	0	0	20.334192882929344	102.2668547885198	NME2;SUCLG1
nucleotide-binding oligomerization domain containing signaling pathway (GO:0070423)	3/28	0.0067979784341743645	0.1804980480798021	0	0	8.563478260869566	42.741433252955275	IRAK1;UBE2V1;UBA52
rRNA metabolic process (GO:0016072)	8/200	0.0071818940105166556	0.18745960637619746	0	0	3.0026137761377614	14.82147852405797	RPS27;RPL10;RPS29;RPS3;RPL23A;RPS2;RPL39;UBA52
vacuolar transport (GO:0007034)	3/29	0.007505206049860733	0.19150075704253772	0	0	8.233695652173912	40.28054301240319	TMEM50B;TMEM106B;USE1
rRNA processing (GO:0006364)	8/202	0.0076066254818248835	0.19150075704253772	0	0	2.9713546620002282	14.496453881270275	RPS27;RPL10;RPS29;RPS3;RPL23A;RPS2;RPL39;UBA52
ATP metabolic process (GO:0046034)	4/56	0.007709770738076193	0.19150075704253772	0	0	5.501818181818182	26.767813490975396	UQCRB;ATP5C1;UQCRC2;ATP5J2
intraciliary retrograde transport (GO:0035721)	2/10	0.00810427583890057	0.19500913737354497	0	0	17.791516245487365	85.6726174976294	IFT122;WDR35
positive regulation of execution phase of apoptosis (GO:1900119)	2/10	0.00810427583890057	0.19500913737354497	0	0	17.791516245487365	85.6726174976294	RPS3;SIRT2
acylglycerol catabolic process (GO:0046464)	3/30	0.008254323247180707	0.1955639661639737	0	0	7.928341384863124	38.032397807449854	ABHD16A;FABP7;PNPLA2
integrin-mediated signaling pathway (GO:0007229)	4/58	0.008715567089222092	0.2033632320818488	0	0	5.297508417508418	25.124199327657767	NME2;ZYX;ADAM9;CCM2
cellular response to acid chemical (GO:0071229)	5/91	0.008946913667241235	0.20564547832166422	0	0	4.166313019860804	19.650193076274444	RRAGA;UCP1;WNT9A;MTOR;LAMTOR5
response to reactive oxygen species (GO:0000302)	4/60	0.009803441782231201	0.21430473593413737	0	0	5.107792207792208	23.62365006928091	UCP1;ADAM9;ROMO1;MPV17
glutathione biosynthetic process (GO:0006750)	2/11	0.009814597747874463	0.21430473593413737	0	0	15.813878860810268	73.12154832936902	HAGH;GCLM
cellular response to amino acid stimulus (GO:0071230)	3/32	0.009880283280080358	0.21430473593413737	0	0	7.380809595202399	34.0787780996166	RRAGA;MTOR;LAMTOR5
positive regulation of TOR signaling (GO:0032008)	3/32	0.009880283280080358	0.21430473593413737	0	0	7.380809595202399	34.0787780996166	SEC13;RRAGA;LAMTOR5
stress-activated MAPK cascade (GO:0051403)	4/62	0.010975822890678227	0.21810845274861135	0	0	4.93115987460815	22.249690921041726	IRAK1;CCM2;UBE2V1;UBA52
vesicle coating (GO:0006901)	4/63	0.011594422268841931	0.21810845274861135	0	0	4.8473343605547	21.605689635572457	RAB1A;SEC13;SEC23IP;TRAPPC1
COPII vesicle coating (GO:0048208)	4/63	0.011594422268841931	0.21810845274861135	0	0	4.8473343605547	21.605689635572457	RAB1A;SEC13;SEC23IP;TRAPPC1
vesicle targeting, rough ER to cis-Golgi (GO:0048207)	4/63	0.011594422268841931	0.21810845274861135	0	0	4.8473343605547	21.605689635572457	RAB1A;SEC13;SEC23IP;TRAPPC1
protein localization to organelle (GO:0033365)	5/97	0.01159619120386623	0.21810845274861135	0	0	3.893406854966677	17.353220293697646	ARL6;TSPAN17;ARL1;IFT122;WDR35
mitochondrial respiratory chain complex assembly (GO:0033108)	5/97	0.01159619120386623	0.21810845274861135	0	0	3.893406854966677	17.353220293697646	NDUFA8;UQCRB;COX18;MT-ND2;MT-ND1
nonribosomal peptide biosynthetic process (GO:0019184)	2/12	0.011669881827823103	0.21810845274861135	0	0	14.231768953068592	63.341959692124114	HAGH;GCLM
histone H3 deacetylation (GO:0070932)	2/12	0.011669881827823103	0.21810845274861135	0	0	14.231768953068592	63.341959692124114	ELK4;SIRT2
cargo loading into COPII-coated vesicle (GO:0090110)	2/12	0.011669881827823103	0.21810845274861135	0	0	14.231768953068592	63.341959692124114	RAB1A;SEC13
microtubule anchoring (GO:0034453)	2/12	0.011669881827823103	0.21810845274861135	0	0	14.231768953068592	63.341959692124114	DAG1;PEX14
response to amino acid (GO:0043200)	3/34	0.011679503693589777	0.21810845274861135	0	0	6.903927068723703	30.72192172270495	RRAGA;MTOR;LAMTOR5
mitochondrial transport (GO:0006839)	6/135	0.011755195829957625	0.21810845274861135	0	0	3.3379333844450123	14.831973268955275	SLC25A3;BNIP3;UCP1;ATP5C1;SLC25A10;ATP5J2
positive regulation of MAP kinase activity (GO:0043406)	7/177	0.012292583019050864	0.2253640220159325	0	0	2.959710207612457	13.019052520064829	NTRK1;IRAK1;DVL2;RPS3;ADAM9;UBE2V1;UBA52
membrane protein proteolysis (GO:0033619)	3/35	0.012645028671299467	0.22909816651530798	0	0	6.687839673913044	29.229143983467885	NGFR;DAG1;ADAM9
cellular response to reactive oxygen species (GO:0034614)	4/65	0.012897795578519767	0.23096052547581908	0	0	4.687928464977645	20.395765063982797	UCP1;RPS3;ROMO1;MPV17
JNK cascade (GO:0007254)	4/66	0.013583084234865083	0.2404362036976118	0	0	4.61208211143695	19.827018458802865	IRAK1;UBE2V1;MAP4K5;UBA52
ribosome biogenesis (GO:0042254)	8/226	0.014298363345074358	0.2502213585388013	0	0	2.6409831070787773	11.217866782756879	RPS27;RPL10;RPS29;RPS3;RPL23A;RPS2;RPL39;UBA52
ncRNA processing (GO:0034470)	8/227	0.014647937043730744	0.25345868592522863	0	0	2.6287890276163037	11.102574185647823	RPS27;RPL10;RPS29;RPS3;RPL23A;RPS2;RPL39;UBA52
COPII-coated vesicle budding (GO:0090114)	4/68	0.015022081749506172	0.25598840876173456	0	0	4.4675	18.75561059044252	RAB1A;SEC13;SEC23IP;TRAPPC1
cellular response to oxygen-containing compound (GO:1901701)	9/274	0.015126587790466134	0.25598840876173456	0	0	2.4472955974842767	10.25735322581061	RRAGA;UCP1;ADAM9;ROMO1;MPV17;WNT9A;TRPV1;MTOR;LAMTOR5
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	6/144	0.015739892573265468	0.26347211481335675	0	0	3.11880872750438	12.947911771112539	EID2;IRAK1;ZYX;ADAM9;GDF1;UBA52
stress-activated protein kinase signaling cascade (GO:0031098)	4/70	0.01655381744019803	0.27411697696672005	0	0	4.33168044077135	17.764821610385408	CCM2;PAK3;MAP4K5;UBA52
positive regulation of syncytium formation by plasma membrane fusion (GO:0060143)	2/15	0.018062492284920604	0.29103953083330625	0	0	10.945848375451263	43.9357349762229	ADAM9;CAMK1
positive regulation of protein export from nucleus (GO:0046827)	2/15	0.018062492284920604	0.29103953083330625	0	0	10.945848375451263	43.9357349762229	CAMK1;EMD
regulation of viral transcription (GO:0046782)	3/40	0.01814272399999831	0.29103953083330625	0	0	5.782608695652174	23.185286759351218	POLR2J;TRIM11;POLR2L
Wnt signaling pathway (GO:0016055)	5/109	0.018397111523955175	0.29207785306073164	0	0	3.4420620437956204	13.752970958274863	PORCN;ARL6;DVL2;WNT9A;UBA52
regulation of gene expression, epigenetic (GO:0040029)	4/74	0.019902074486787293	0.3127468847923717	0	0	4.0833246753246755	15.994102257905363	KAT2A;WBP2;POLR1C;POLR2L
neuron apoptotic process (GO:0051402)	2/16	0.0204550650156011	0.3181899002426838	0	0	10.163486333161423	39.53113163033645	NGFR;BNIP3
transforming growth factor beta receptor signaling pathway (GO:0007179)	4/76	0.021721502631166335	0.33451114051996156	0	0	3.9694949494949494	15.200992772478713	EID2;ZYX;ADAM9;UBA52
histone H3 acetylation (GO:0043966)	3/43	0.021983471771745117	0.33519352998502455	0	0	5.348097826086956	20.416173011104092	KAT2A;POLE3;TAF9B
cellular response to oxidative stress (GO:0034599)	5/115	0.0226144806247392	0.34015888384401477	0	0	3.2533178500331785	12.327357618105681	UCP1;ROMO1;ATP13A2;MPV17;SIRT2
virion assembly (GO:0019068)	2/17	0.02297176877907632	0.34015888384401477	0	0	9.485439229843562	35.79320307317187	RAB1A;UBA52
neurotrophin signaling pathway (GO:0038179)	2/17	0.02297176877907632	0.34015888384401477	0	0	9.485439229843562	35.79320307317187	NTRK1;NGFR
protein N-linked glycosylation via asparagine (GO:0018279)	3/44	0.023354565964024333	0.34253363413902355	0	0	5.217391304347826	19.601544884273395	OST4;DPM3;DAD1
regulation of MAPK cascade (GO:0043408)	7/203	0.02413317730969366	0.34997679389700564	0	0	2.5636817226890756	9.547580750211177	NTRK1;NGFR;DAG1;TYRO3;APIP;GDF1;PAK3
regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	7/204	0.024704661303927188	0.34997679389700564	0	0	2.5505374738727977	9.438935571409427	IRAK1;MIB2;SHISA5;HSPB1;UBE2V1;UBA52;TMEM9B
peptidyl-asparagine modification (GO:0018196)	3/45	0.024771084762840012	0.34997679389700564	0	0	5.092908902691511	18.83397560676083	OST4;DPM3;DAD1
mitochondrial gene expression (GO:0140053)	3/45	0.024771084762840012	0.34997679389700564	0	0	5.092908902691511	18.83397560676083	RARS2;MRPS18B;MRPS21
membrane protein ectodomain proteolysis (GO:0006509)	2/18	0.025608700868759996	0.3508964114262415	0	0	8.892148014440433	32.58814951912968	DAG1;ADAM9
response to nutrient levels (GO:0031667)	2/18	0.025608700868759996	0.3508964114262415	0	0	8.892148014440433	32.58814951912968	UCP1;MTOR
modulation by virus of host morphology or physiology (GO:0019048)	2/18	0.025608700868759996	0.3508964114262415	0	0	8.892148014440433	32.58814951912968	RRAGA;DAG1
regulation of neuron projection development (GO:0010975)	5/119	0.025747593825432007	0.3508964114262415	0	0	3.138526059674734	11.485166515712047	NTRK1;NGFR;RTN4RL1;CAMK1;PAK3
protein methylation (GO:0006479)	3/46	0.02623298507032357	0.35437541235349385	0	0	4.974216380182002	18.109817043129137	TRMT112;RPS2;LCMT1
positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)	6/163	0.02702871588586795	0.3619497605585795	0	0	2.7387135157835796	9.88909856097075	IRAK1;SHISA5;MIB2;UBE2V1;UBA52;TMEM9B
negative regulation of binding (GO:0051100)	4/82	0.027775272515146956	0.36874068683901995	0	0	3.663030303030303	13.126868844652021	ID3;MITD1;CAMK1;PEX14
sulfur compound biosynthetic process (GO:0044272)	5/122	0.028271128632896464	0.3701486917507241	0	0	3.057583130575831	10.903079056314306	GSTM1;ESD;HAGH;GCLM;B4GALT5
mitochondrial membrane organization (GO:0007006)	2/19	0.028362042614665874	0.3701486917507241	0	0	8.368655765555319	29.81503965000729	COX18;BNIP3
establishment of protein localization to membrane (GO:0090150)	4/83	0.028872322597794813	0.3736418218538152	0	0	3.6164787111622556	12.819953537101691	ARL6;ATG4C;CHM;ZDHHC4
regulation of mitochondrion organization (GO:0010821)	3/48	0.029292618665400873	0.3759219395393112	0	0	4.752657004830918	16.778873999797007	KAT2A;HAX1;ATP13A2
protein modification process (GO:0036211)	4/84	0.029994796845299647	0.38175195984926824	0	0	3.571090909090909	12.52285644765233	UBL5;FBXO2;UBA52;LCMT1
regulation of translation (GO:0006417)	7/213	0.030270420997167296	0.38210203553801336	0	0	2.4379818675042833	8.527046976641193	RPL10;EIF4A3;RPS3;HSPB1;POLR2J;MTOR;POLR2L
glutathione metabolic process (GO:0006749)	3/49	0.030890129767552146	0.3847296723428921	0	0	4.649102079395085	16.166408999637735	GSTM1;HAGH;GCLM
regulation of type I interferon production (GO:0032479)	4/85	0.031142771162289886	0.3847296723428921	0	0	3.5268237934904603	12.23516232485332	IRAK1;POLR1C;UBA52;POLR2L
negative regulation of innate immune response (GO:0045824)	2/20	0.031228057820039946	0.3847296723428921	0	0	7.903329322101885	27.396403453174507	TYRO3;SERPING1
positive regulation of JUN kinase activity (GO:0043507)	3/50	0.03253258005188718	0.39762042285639887	0	0	4.549953746530989	15.585926748451467	DVL2;RPS3;MAP4K5
positive regulation of NF-kappaB transcription factor activity (GO:0051092)	5/128	0.03377541888396005	0.4083159727582451	0	0	2.9075425790754257	9.85081820355834	NTRK1;IRAK1;RPS3;UBE2V1;UBA52
mitochondrial ATP synthesis coupled proton transport (GO:0042776)	2/21	0.0342030912245543	0.4083159727582451	0	0	7.486984609538286	25.27186173251632	ATP5C1;ATP5J2
cellular response to alkaloid (GO:0071312)	2/21	0.0342030912245543	0.4083159727582451	0	0	7.486984609538286	25.27186173251632	CASP6;TRPV1
negative regulation of translation (GO:0017148)	4/88	0.03474032242817141	0.4115392041491075	0	0	3.4003463203463205	11.424667991794731	CNOT6;YTHDF2;EIF4A3;RPS3
regulation of DNA binding (GO:0051101)	3/52	0.03595158334913186	0.42263693402796226	0	0	4.363797692990239	14.512167725774109	ID3;EDF1;SIRT2
protein autophosphorylation (GO:0046777)	6/175	0.03638773262525207	0.42452354729460745	0	0	2.5426880811496195	8.425256905672752	NTRK1;IRAK1;TYRO3;PRKX;ATP13A2;MTOR
glutathione derivative biosynthetic process (GO:1901687)	2/22	0.037283566958044925	0.4253088378917717	0	0	7.112274368231047	23.39371144017591	GSTM1;ESD
triglyceride catabolic process (GO:0019433)	2/22	0.037283566958044925	0.4253088378917717	0	0	7.112274368231047	23.39371144017591	FABP7;PNPLA2
glutathione derivative metabolic process (GO:1901685)	2/22	0.037283566958044925	0.4253088378917717	0	0	7.112274368231047	23.39371144017591	GSTM1;ESD
protein targeting (GO:0006605)	5/133	0.03883746610983612	0.43977718977314434	0	0	2.7932538777372264	9.073521754913731	ARL6;TMEM50B;ATG4C;CHM;ZDHHC4
cytoplasmic translation (GO:0002181)	3/54	0.039547974563978634	0.4445538746607817	0	0	4.192242114236999	13.541951512987564	RPS29;RPS3;RPL39
protein transport (GO:0015031)	9/326	0.0400073004810849	0.4451258580021767	0	0	2.040378548895899	6.567352824974637	NGFR;RAB1A;SEC13;CENPF;SEC23IP;ATP6V1G2;RAB4B;RAB15;STX2
peroxisome organization (GO:0007031)	2/23	0.04046598709110697	0.4451258580021767	0	0	6.773250816572117	21.72380320021747	PEX11B;PEX14
regulation of cell size (GO:0008361)	2/23	0.04046598709110697	0.4451258580021767	0	0	6.773250816572117	21.72380320021747	MTOR;LAMTOR5
regulation of cellular catabolic process (GO:0031329)	3/55	0.0414120803640586	0.45230215433085275	0	0	4.111413043478261	13.091490057339616	RRAGA;CISD2;HSPB1
ribosome assembly (GO:0042255)	3/56	0.04331976094037233	0.4583011729422404	0	0	4.03363412633306	12.662167947058386	RPS27;RPL10;RPL23A
phosphatidylinositol-mediated signaling (GO:0048015)	3/56	0.04331976094037233	0.4583011729422404	0	0	4.03363412633306	12.662167947058386	NTRK1;TYRO3;SIRT2
autophagosome organization (GO:1905037)	3/56	0.04331976094037233	0.4583011729422404	0	0	4.03363412633306	12.662167947058386	RAB1A;ATG4C;ATP13A2
cellular modified amino acid biosynthetic process (GO:0042398)	2/24	0.04374693014448658	0.4583011729422404	0	0	6.46504758779127	20.231292172780428	HAGH;GCLM
limb development (GO:0060173)	2/24	0.04374693014448658	0.4583011729422404	0	0	6.46504758779127	20.231292172780428	KAT2A;IFT122
protein alpha-1,2-demannosylation (GO:0036508)	2/24	0.04374693014448658	0.4583011729422404	0	0	6.46504758779127	20.231292172780428	MAN1C1;UBA52
cellular response to organonitrogen compound (GO:0071417)	4/97	0.04692339128422975	0.47167229409324607	0	0	3.0698729227761485	9.391474908385604	RRAGA;TRPV1;MTOR;LAMTOR5
L-amino acid transport (GO:0015807)	2/25	0.04712304963722351	0.47167229409324607	0	0	6.183644639773976	18.89099121934174	PRAF2;SLC3A2
tRNA modification (GO:0006400)	3/58	0.047264638854094	0.47167229409324607	0	0	3.8865612648221344	11.861757214674201	RPUSD4;TRMT112;TRDMT1
