Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Macroautophagy Homo sapiens R-HSA-1632852	4/67	0.014291101694114142	0.19345917293328588	0	0	4.538643578643579	19.280694365025614	RRAGA;ATG4C;MTOR;LAMTOR5
COPII (Coat Protein 2) Mediated Vesicle Transport Homo sapiens R-HSA-204005	4/68	0.015022081749506172	0.19701646125363748	0	0	4.4675	18.75561059044252	RAB1A;SEC13;SEC23IP;TRAPPC1
Post-translational protein modification Homo sapiens R-HSA-597592	14/521	0.015092916320388096	0.19701646125363748	0	0	2.002128688921142	8.395986246520275	DCTN6;RAB1A;SEC13;TRAPPC1;GALNT18;DOLK;SEC23IP;DPM3;DAD1;CHST10;DAG1;MAN1C1;ADAMTS8;B4GALT5
Methylation Homo sapiens R-HSA-156581	2/14	0.015798038943076558	0.19924507957924711	0	0	11.858604091456076	49.18794179874158	N6AMT1;TRMT112
Glutathione conjugation Homo sapiens R-HSA-156590	3/38	0.01580877512393479	0.19924507957924711	0	0	6.113664596273292	25.35452932218763	GSTM1;ESD;GCLM
mTOR signalling Homo sapiens R-HSA-165159	3/39	0.01695315947632656	0.21004677249482567	0	0	5.943538647342995	24.23359644326379	RRAGA;MTOR;LAMTOR5
Constitutive Signaling by NOTCH1 HD Domain Mutants Homo sapiens R-HSA-2691232	2/15	0.018062492284920604	0.21051319434918672	0	0	10.945848375451263	43.9357349762229	MIB2;UBA52
Signaling by NOTCH1 HD Domain Mutants in Cancer Homo sapiens R-HSA-2691230	2/15	0.018062492284920604	0.21051319434918672	0	0	10.945848375451263	43.9357349762229	MIB2;UBA52
NRIF signals cell death from the nucleus Homo sapiens R-HSA-205043	2/15	0.018062492284920604	0.21051319434918672	0	0	10.945848375451263	43.9357349762229	NGFR;UBA52
PKB-mediated events Homo sapiens R-HSA-109703	3/40	0.01814272399999831	0.21051319434918672	0	0	5.782608695652174	23.185286759351218	RRAGA;MTOR;LAMTOR5
Formation of ATP by chemiosmotic coupling Homo sapiens R-HSA-163210	2/16	0.0204550650156011	0.23004080809852928	0	0	10.163486333161423	39.53113163033645	ATP5C1;ATP5J2
TRAF6 mediated induction of TAK1 complex Homo sapiens R-HSA-937072	2/16	0.0204550650156011	0.23004080809852928	0	0	10.163486333161423	39.53113163033645	SARM1;UBA52
RNA Polymerase II HIV Promoter Escape Homo sapiens R-HSA-167162	3/44	0.023354565964024333	0.2371137183291915	0	0	5.217391304347826	19.601544884273395	TAF9B;POLR2J;POLR2L
RNA Polymerase II Promoter Escape Homo sapiens R-HSA-73776	3/44	0.023354565964024333	0.2371137183291915	0	0	5.217391304347826	19.601544884273395	TAF9B;POLR2J;POLR2L
RNA Polymerase II Transcription Initiation And Promoter Clearance Homo sapiens R-HSA-76042	3/44	0.023354565964024333	0.2371137183291915	0	0	5.217391304347826	19.601544884273395	TAF9B;POLR2J;POLR2L
RNA Polymerase II Transcription Initiation Homo sapiens R-HSA-75953	3/44	0.023354565964024333	0.2371137183291915	0	0	5.217391304347826	19.601544884273395	TAF9B;POLR2J;POLR2L
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening Homo sapiens R-HSA-73779	3/44	0.023354565964024333	0.2371137183291915	0	0	5.217391304347826	19.601544884273395	TAF9B;POLR2J;POLR2L
HIV Transcription Initiation Homo sapiens R-HSA-167161	3/44	0.023354565964024333	0.2371137183291915	0	0	5.217391304347826	19.601544884273395	TAF9B;POLR2J;POLR2L
Interleukin-1 signaling Homo sapiens R-HSA-446652	3/44	0.023354565964024333	0.2371137183291915	0	0	5.217391304347826	19.601544884273395	IRAK1;UBE2V1;UBA52
RNA Polymerase III Chain Elongation Homo sapiens R-HSA-73780	2/18	0.025608700868759996	0.25297243696031835	0	0	8.892148014440433	32.58814951912968	POLR1C;POLR2L
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon Homo sapiens R-HSA-936964	2/18	0.025608700868759996	0.25297243696031835	0	0	8.892148014440433	32.58814951912968	SARM1;UBA52
Disease Homo sapiens R-HSA-1643685	17/725	0.02621710018191716	0.25552933643975256	0	0	1.7424688402984432	6.344927415539797	RPL10;MIB2;RPL23A;MTOR;KAT2A;PORCN;RPS27;RPS29;DAG1;RPS3;RPS2;TAF9B;ADAMTS8;RPL39;UBA52;POLR2J;POLR2L
RNA Polymerase I Transcription Initiation Homo sapiens R-HSA-73762	3/47	0.027740195745700233	0.26580324552975326	0	0	4.860918972332016	17.42577624424097	KAT2A;POLR1C;POLR2L
Citric acid cycle (TCA cycle) Homo sapiens R-HSA-71403	2/19	0.028362042614665874	0.26580324552975326	0	0	8.368655765555319	29.81503965000729	SUCLG1;SDHB
Signaling by FGFR2 IIIa TM Homo sapiens R-HSA-8851708	2/19	0.028362042614665874	0.26580324552975326	0	0	8.368655765555319	29.81503965000729	POLR2J;POLR2L
Pyruvate metabolism and Citric Acid (TCA) cycle Homo sapiens R-HSA-71406	3/48	0.029292618665400873	0.2710494208152916	0	0	4.752657004830918	16.778873999797007	SUCLG1;HAGH;SDHB
RNA Polymerase II Transcription Homo sapiens R-HSA-73857	5/124	0.030037609008714557	0.27446865231712925	0	0	3.005888486781574	10.536556088961497	EIF4A3;SNRPG;TAF9B;POLR2J;POLR2L
Signaling by Hippo Homo sapiens R-HSA-2028269	2/20	0.031228057820039946	0.2807731631203321	0	0	7.903329322101885	27.396403453174507	MOB1A;DVL2
Gene Expression Homo sapiens R-HSA-74160	32/1631	0.03149575838011934	0.2807731631203321	0	0	1.4682860998650473	5.077190023935962	N6AMT1;COX7B;TRAM1;RPL10;COX18;EIF4A3;CHM;HSPB1;TRMT112;CASP6;RPS3;RPS2;TAF9B;RPL39;POLR2J;TRDMT1;POLR2L;RARS2;SSR4;NDUFA4;RPL23A;MTOR;COX6B1;RRAGA;KAT2A;CNOT6;RPS27;RPS29;POLR1C;SNRPG;UBA52;LAMTOR5
NOTCH2 Activation and Transmission of Signal to the Nucleus Homo sapiens R-HSA-2979096	2/21	0.0342030912245543	0.29779370578815606	0	0	7.486984609538286	25.27186173251632	MIB2;UBA52
Cargo trafficking to the periciliary membrane Homo sapiens R-HSA-5620920	3/51	0.0342197965611561	0.29779370578815606	0	0	4.4549365942028984	15.035192515579183	CCT3;ARL6;RHO
mRNA Splicing - Minor Pathway Homo sapiens R-HSA-72165	3/52	0.03595158334913186	0.309183616802534	0	0	4.363797692990239	14.512167725774109	SNRPG;POLR2J;POLR2L
ER to Golgi Anterograde Transport Homo sapiens R-HSA-199977	5/131	0.03676025146275431	0.3124621374334116	0	0	2.8378808944502376	9.374480197842665	DCTN6;RAB1A;SEC13;SEC23IP;TRAPPC1
Formation of TC-NER Pre-Incision Complex Homo sapiens R-HSA-6781823	3/53	0.03772772240939116	0.31699959863522914	0	0	4.276304347826087	14.014989297773273	UBA52;POLR2J;POLR2L
BBSome-mediated cargo-targeting to cilium Homo sapiens R-HSA-5620922	2/23	0.04046598709110697	0.3215286582999913	0	0	6.773250816572117	21.72380320021747	CCT3;ARL6
Deadenylation of mRNA Homo sapiens R-HSA-429947	2/23	0.04046598709110697	0.3215286582999913	0	0	6.773250816572117	21.72380320021747	CNOT6;EIF4A3
RNA Polymerase III Transcription Termination Homo sapiens R-HSA-73980	2/23	0.04046598709110697	0.3215286582999913	0	0	6.773250816572117	21.72380320021747	POLR1C;POLR2L
MicroRNA (miRNA) biogenesis Homo sapiens R-HSA-203927	2/23	0.04046598709110697	0.3215286582999913	0	0	6.773250816572117	21.72380320021747	POLR2J;POLR2L
Abortive elongation of HIV-1 transcript in the absence of Tat Homo sapiens R-HSA-167242	2/23	0.04046598709110697	0.3215286582999913	0	0	6.773250816572117	21.72380320021747	POLR2J;POLR2L
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants Homo sapiens R-HSA-2894862	3/57	0.045270718846866016	0.33787722379140417	0	0	3.9587359098228663	12.252663081715442	KAT2A;MIB2;UBA52
Signaling by NOTCH1 in Cancer Homo sapiens R-HSA-2644603	3/57	0.045270718846866016	0.33787722379140417	0	0	3.9587359098228663	12.252663081715442	KAT2A;MIB2;UBA52
Signaling by NOTCH1 PEST Domain Mutants in Cancer Homo sapiens R-HSA-2644602	3/57	0.045270718846866016	0.33787722379140417	0	0	3.9587359098228663	12.252663081715442	KAT2A;MIB2;UBA52
Constitutive Signaling by NOTCH1 PEST Domain Mutants Homo sapiens R-HSA-2644606	3/57	0.045270718846866016	0.33787722379140417	0	0	3.9587359098228663	12.252663081715442	KAT2A;MIB2;UBA52
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer Homo sapiens R-HSA-2894858	3/57	0.045270718846866016	0.33787722379140417	0	0	3.9587359098228663	12.252663081715442	KAT2A;MIB2;UBA52
MyD88-independent TLR3/TLR4 cascade Homo sapiens R-HSA-166166	4/97	0.04692339128422975	0.33787722379140417	0	0	3.0698729227761485	9.391474908385604	IRAK1;SARM1;UBE2V1;UBA52
Toll Like Receptor 3 (TLR3) Cascade Homo sapiens R-HSA-168164	4/97	0.04692339128422975	0.33787722379140417	0	0	3.0698729227761485	9.391474908385604	IRAK1;SARM1;UBE2V1;UBA52
TRIF-mediated TLR3/TLR4 signaling Homo sapiens R-HSA-937061	4/97	0.04692339128422975	0.33787722379140417	0	0	3.0698729227761485	9.391474908385604	IRAK1;SARM1;UBE2V1;UBA52
Formation of tubulin folding intermediates by CCT/TriC Homo sapiens R-HSA-389960	2/25	0.04712304963722351	0.33787722379140417	0	0	6.183644639773976	18.89099121934174	CCT3;TUBB4B
B-WICH complex positively regulates rRNA expression Homo sapiens R-HSA-5250924	3/58	0.047264638854094	0.33787722379140417	0	0	3.8865612648221344	11.861757214674201	KAT2A;POLR1C;POLR2L
Assembly of the primary cilium Homo sapiens R-HSA-5617833	6/187	0.04760787147813219	0.33787722379140417	0	0	2.372654969340052	7.224158216141087	CCT3;ARL6;RHO;IFT122;TUBB4B;WDR35
WNT ligand biogenesis and trafficking Homo sapiens R-HSA-3238698	2/26	0.05059107271264574	0.348887492008906	0	0	5.92569193742479	17.682147097671578	PORCN;WNT9A
N-glycan antennae elongation in the medial/trans-Golgi Homo sapiens R-HSA-975576	2/26	0.05059107271264574	0.348887492008906	0	0	5.92569193742479	17.682147097671578	CHST10;B4GALT5
FGFR2 alternative splicing Homo sapiens R-HSA-6803529	2/26	0.05059107271264574	0.348887492008906	0	0	5.92569193742479	17.682147097671578	POLR2J;POLR2L
Prefoldin mediated transfer of substrate  to CCT/TriC Homo sapiens R-HSA-389957	2/27	0.054147798717709396	0.3565949627265366	0	0	5.688375451263538	16.587518734826208	CCT3;TUBB4B
VEGFR2 mediated vascular permeability Homo sapiens R-HSA-5218920	2/27	0.054147798717709396	0.3565949627265366	0	0	5.688375451263538	16.587518734826208	PAK3;MTOR
RNA Polymerase III Transcription Initiation From Type 2 Promoter Homo sapiens R-HSA-76066	2/27	0.054147798717709396	0.3565949627265366	0	0	5.688375451263538	16.587518734826208	POLR1C;POLR2L
RNA Pol II CTD phosphorylation and interaction with CE Homo sapiens R-HSA-167160	2/27	0.054147798717709396	0.3565949627265366	0	0	5.688375451263538	16.587518734826208	POLR2J;POLR2L
RNA Pol II CTD phosphorylation and interaction with CE Homo sapiens R-HSA-77075	2/27	0.054147798717709396	0.3565949627265366	0	0	5.688375451263538	16.587518734826208	POLR2J;POLR2L
Gap-filling DNA repair synthesis and ligation in TC-NER Homo sapiens R-HSA-6782210	3/62	0.055663057089852586	0.36330084582752	0	0	3.622328666175387	10.462873941387507	UBA52;POLR2J;POLR2L
RNA Polymerase III Transcription Initiation From Type 1 Promoter Homo sapiens R-HSA-76061	2/28	0.05779009782812359	0.36782961029180267	0	0	5.469314079422382	15.592674445078956	POLR1C;POLR2L
RNA Polymerase III Transcription Initiation From Type 3 Promoter Homo sapiens R-HSA-76071	2/28	0.05779009782812359	0.36782961029180267	0	0	5.469314079422382	15.592674445078956	POLR1C;POLR2L
Dual incision in TC-NER Homo sapiens R-HSA-6782135	3/63	0.05786649135917552	0.36782961029180267	0	0	3.5617753623188406	10.149694892252745	UBA52;POLR2J;POLR2L
RNA Polymerase II Pre-transcription Events Homo sapiens R-HSA-674695	3/64	0.06011066594362757	0.36880126782695555	0	0	3.503207412687099	9.849505800170652	TAF9B;POLR2J;POLR2L
PIWI-interacting RNA (piRNA) biogenesis Homo sapiens R-HSA-5601884	2/29	0.0615149097468733	0.36880126782695555	0	0	5.266479475865758	14.685450035857738	POLR2J;POLR2L
mRNA Capping Homo sapiens R-HSA-72086	2/29	0.0615149097468733	0.36880126782695555	0	0	5.266479475865758	14.685450035857738	POLR2J;POLR2L
Cytosolic sensors of pathogen-associated DNA Homo sapiens R-HSA-1834949	3/66	0.06471954925351585	0.36880126782695555	0	0	3.391649413388544	9.285291366865568	POLR1C;UBA52;POLR2L
Class I MHC mediated antigen processing & presentation Homo sapiens R-HSA-983169	8/305	0.06490583622638683	0.36880126782695555	0	0	1.9306471852597313	5.279968158161152	ANAPC13;SEC13;FBXO2;MIB2;UBE2V1;UBA52;ASB3;TRIM11
RNA Polymerase I Promoter Escape Homo sapiens R-HSA-73772	2/30	0.06531924234075888	0.36880126782695555	0	0	5.078133058277462	13.855526647621478	POLR1C;POLR2L
Activated NOTCH1 Transmits Signal to the Nucleus Homo sapiens R-HSA-2122948	2/30	0.06531924234075888	0.36880126782695555	0	0	5.078133058277462	13.855526647621478	MIB2;UBA52
Transcription of the HIV genome Homo sapiens R-HSA-167172	3/67	0.06708338514847798	0.36880126782695555	0	0	3.338485054347826	9.01998194693672	TAF9B;POLR2J;POLR2L
RHO GTPase Effectors Homo sapiens R-HSA-195258	7/255	0.0671623939452791	0.36880126782695555	0	0	2.020739444971537	5.457293416050264	SEC13;CENPF;RPS27;ARPC1B;DVL2;TAX1BP3;PAK3
Reversal of alkylation damage by DNA dioxygenases Homo sapiens R-HSA-73943	1/5	0.0678372591404378	0.36880126782695555	0	0	17.73111510791367	47.70811298418376	ALKBH3
Negative regulation of TCF-dependent signaling by DVL-interacting proteins Homo sapiens R-HSA-5368598	1/5	0.0678372591404378	0.36880126782695555	0	0	17.73111510791367	47.70811298418376	DVL2
N-glycan trimming and elongation in the cis-Golgi Homo sapiens R-HSA-964739	1/5	0.0678372591404378	0.36880126782695555	0	0	17.73111510791367	47.70811298418376	MAN1C1
NGF-independant TRKA activation Homo sapiens R-HSA-187024	1/5	0.0678372591404378	0.36880126782695555	0	0	17.73111510791367	47.70811298418376	NTRK1
Sulfide oxidation to sulfate Homo sapiens R-HSA-1614517	1/5	0.0678372591404378	0.36880126782695555	0	0	17.73111510791367	47.70811298418376	SLC25A10
