Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Transmembrane transport of small molecules	9/432	0.05751643325994142	0.5160830408245415	0	0	1.8973428767526228	5.418212788878102	SLC7A5;POM121;ABCB6;SLC4A10;ATP2B4;NUP88;ABCA7;SLC17A7;SLC26A6
Apoptosis regulation	3/78	0.05845018106220393	0.5160830408245415	0	0	3.533452914798206	10.03352397099924	PSMD9;PSMD13;PSMB3
Basal transcription factors	2/35	0.05928300771502443	0.5160830408245415	0	0	5.341179653679654	15.09114291218903	GTF2E1;GTF2F2
Antigen processing: cross presentation	3/79	0.060270821316327106	0.5160830408245415	0	0	3.486783101250885	9.794050103190223	PSMD9;PSMD13;PSMB3
PI3K/AKT activation	2/37	0.06540037721719881	0.5160830408245415	0	0	5.03545918367347	13.732841515515082	AKT1S1;FOXO1
APC/C-mediated degradation of cell cycle proteins	3/82	0.06589010574370613	0.5160830408245415	0	0	3.353862746211046	9.121725183471167	PSMD9;PSMD13;PSMB3
Small interfering RNA (siRNA) biogenesis	1/6	0.06592100605446073	0.5160830408245415	0	0	17.572444444444443	47.78471534803886	AGO4
SLC-mediated transmembrane transport	6/251	0.06599533942487135	0.5160830408245415	0	0	2.1739146567717995	5.909072111781284	SLC7A5;POM121;SLC4A10;NUP88;SLC17A7;SLC26A6
Transport of mature mRNAs derived from intronless transcripts	2/38	0.06853499700479214	0.5160830408245415	0	0	4.895337301587301	13.121514772119035	POM121;NUP88
GAB1 signalosome	2/39	0.07171821122921454	0.5160830408245415	0	0	4.762789575289576	12.55000088113632	AKT1S1;FOXO1
HIV-1 transcription initiation	2/39	0.07171821122921454	0.5160830408245415	0	0	4.762789575289576	12.55000088113632	GTF2E1;GTF2F2
mRNA stability regulation by proteins that bind AU-rich elements	3/86	0.0737408810904756	0.5160830408245415	0	0	3.191582473391323	8.321087242427037	PSMD9;PSMD13;PSMB3
Mitotic G2-G2/M phases	3/87	0.07576593890857442	0.5160830408245415	0	0	3.1534272901985907	8.136178066110315	CETN2;CEP131;CDK11B
EGF/EGFR signaling pathway	4/141	0.0761102949810894	0.5160830408245415	0	0	2.5826264220424804	6.651739630146259	ERRFI1;JUND;AP2S1;FOXO1
Post-transcriptional silencing by small RNAs	1/7	0.07647924536211083	0.5160830408245415	0	0	14.642962962962963	37.64319024054623	AGO4
SLC26 family multifunctional anion exchangers	1/7	0.07647924536211083	0.5160830408245415	0	0	14.642962962962963	37.64319024054623	SLC26A6
Nef-mediated CD8 downregulation	1/7	0.07647924536211083	0.5160830408245415	0	0	14.642962962962963	37.64319024054623	AP2S1
Influenza infection	4/142	0.07765783255701995	0.5160830408245415	0	0	2.5637811724768245	6.55159630322973	POM121;RPL24;NUP88;GTF2F2
HIF-1 degradation in normoxia	3/88	0.07781543359791047	0.5160830408245415	0	0	3.1161698760221577	7.9568764376905365	PSMD9;PSMD13;PSMB3
DNA replication pre-Initiation	3/88	0.07781543359791047	0.5160830408245415	0	0	3.1161698760221577	7.9568764376905365	PSMD9;PSMD13;PSMB3
Messenger RNA processing	5/203	0.08089340986038263	0.5160830408245415	0	0	2.2368481192010603	5.624829545863856	SF3A3;POM121;HNRNPA2B1;NUP88;GTF2F2
Amine ligand-binding G-protein coupled receptors	2/42	0.08154468447080213	0.5160830408245415	0	0	4.404910714285714	11.04136740310582	HTR7;HTR1B
Hexose transport	2/42	0.08154468447080213	0.5160830408245415	0	0	4.404910714285714	11.04136740310582	POM121;NUP88
Eukaryotic transcription initiation	2/42	0.08154468447080213	0.5160830408245415	0	0	4.404910714285714	11.04136740310582	GTF2E1;GTF2F2
Gene expression	16/968	0.08292221958132637	0.5160830408245415	0	0	1.5063625450180071	3.7506201329068913	SF3A3;CARS;POM121;GTF3C3;PSMD13;EHMT2;MED16;GTF2F2;GTF2E1;MED7;PSMD9;AGO4;PSMB3;HNRNPA2B1;RPL24;NUP88
Glycogen biosynthesis	1/8	0.0869186645442068	0.5160830408245415	0	0	12.550476190476191	30.658083452983	GYS1
Import of palmitoyl-CoA into the mitochondrial matrix	1/8	0.0869186645442068	0.5160830408245415	0	0	12.550476190476191	30.658083452983	PRKAG2
Heart development	2/44	0.08831209034937643	0.5160830408245415	0	0	4.194727891156463	10.180093913902923	ERBB3;BHLHE40
Interactions of HIV Vpr protein with host cellular proteins	2/44	0.08831209034937643	0.5160830408245415	0	0	4.194727891156463	10.180093913902923	POM121;NUP88
Signaling by ERBB4	3/93	0.08842021966969435	0.5160830408245415	0	0	2.942301943198804	7.137008261345245	ERBB3;AKT1S1;FOXO1
AKT phosphorylation of nuclear targets	1/9	0.0972405945112305	0.5160830408245415	0	0	10.981111111111112	25.59221535127267	FOXO1
Bicarbonate transporters	1/9	0.0972405945112305	0.5160830408245415	0	0	10.981111111111112	25.59221535127267	SLC4A10
Ketone body biosynthesis and degradation	1/9	0.0972405945112305	0.5160830408245415	0	0	10.981111111111112	25.59221535127267	HMGCS2
Nef-mediated CD4 downregulation	1/9	0.0972405945112305	0.5160830408245415	0	0	10.981111111111112	25.59221535127267	AP2S1
Type I hemidesmosome assembly	1/9	0.0972405945112305	0.5160830408245415	0	0	10.981111111111112	25.59221535127267	PLEC
Folding of actin by CCT/TriC	1/9	0.0972405945112305	0.5160830408245415	0	0	10.981111111111112	25.59221535127267	CCT8
ABC transporters	2/47	0.09876046350589839	0.5160830408245415	0	0	3.914484126984127	9.062257485824354	ABCB6;ABCA7
Diurnally regulated genes with circadian orthologs	2/48	0.10231727673625496	0.5160830408245415	0	0	3.829192546583851	8.72932117082687	SF3A3;TOB1
Energy metabolism	2/48	0.10231727673625496	0.5160830408245415	0	0	3.829192546583851	8.72932117082687	PRKAG2;FOXO1
Amino acid and oligopeptide SLC transporters	2/49	0.1059089852377372	0.5160830408245415	0	0	3.747530395136778	8.413862242709737	SLC7A5;SLC17A7
Apoptotic DNA fragmentation and tissue homeostasis	1/10	0.10744635148098797	0.5160830408245415	0	0	9.760493827160493	21.773354464537373	HMGB2
Reduction of cytosolic calcium levels	1/10	0.10744635148098797	0.5160830408245415	0	0	9.760493827160493	21.773354464537373	ATP2B4
Rheb GTPase activity by AMPK regulation	1/10	0.10744635148098797	0.5160830408245415	0	0	9.760493827160493	21.773354464537373	PRKAG2
Nef-mediated downregulation of MHC class I complex cell surface expression	1/10	0.10744635148098797	0.5160830408245415	0	0	9.760493827160493	21.773354464537373	AP1S1
Signaling by ERBB2	3/102	0.10892282960946491	0.5160830408245415	0	0	2.6735969561081667	5.927673606999168	ERBB3;AKT1S1;FOXO1
Non-coding RNA metabolism	2/50	0.10953435508301632	0.5160830408245415	0	0	3.6692708333333335	8.114654949846335	POM121;NUP88
MHC class II antigen presentation	3/103	0.11130600793665818	0.5160830408245415	0	0	2.646726457399103	5.810813941346255	KIF3A;AP2S1;AP1S1
Apoptotic execution  phase	2/52	0.11688125879829454	0.5160830408245415	0	0	3.5221428571428572	7.560620380563503	HMGB2;PLEC
ALK2 pathway	1/11	0.11753723704642699	0.5160830408245415	0	0	8.784	18.806544742864613	SMAD5
Reversal of insulin resistance by leptin	1/11	0.11753723704642699	0.5160830408245415	0	0	8.784	18.806544742864613	PRKAG2
BTG family proteins and cell cycle regulation	1/11	0.11753723704642699	0.5160830408245415	0	0	8.784	18.806544742864613	HOXB9
TGF-beta signaling in gastrointestinal stem cells	1/11	0.11753723704642699	0.5160830408245415	0	0	8.784	18.806544742864613	SMAD5
Granzyme A-mediated apoptosis pathway	1/12	0.12751453833283077	0.5165172460599202	0	0	7.985050505050505	16.445410300942005	HMGB2
BMP signaling and regulation	1/12	0.12751453833283077	0.5165172460599202	0	0	7.985050505050505	16.445410300942005	TOB1
Caspase-mediated cleavage of cytoskeletal proteins	1/12	0.12751453833283077	0.5165172460599202	0	0	7.985050505050505	16.445410300942005	PLEC
Nucleotide G-protein coupled receptors (GPCRs)	1/12	0.12751453833283077	0.5165172460599202	0	0	7.985050505050505	16.445410300942005	P2RY4
Transport of mature transcript to cytoplasm	2/55	0.12812454166830958	0.5165172460599202	0	0	3.3222708894878705	6.826444436845232	POM121;NUP88
Signaling by EGFR in cancer	3/111	0.1310647889713165	0.5165172460599202	0	0	2.449676133532636	4.97789747183744	AKT1S1;AP2S1;FOXO1
Epidermal growth factor receptor (EGFR) pathway	3/111	0.1310647889713165	0.5165172460599202	0	0	2.449676133532636	4.97789747183744	ERBB3;RHOJ;FOXO1
S phase	3/112	0.13361682882719775	0.5165172460599202	0	0	2.427078619327766	4.88517302568704	PSMD9;PSMD13;PSMB3
PI3K cascade	2/57	0.13575559562008147	0.5165172460599202	0	0	3.2011363636363637	6.392346326660424	AKT1S1;FOXO1
Activation of DNA fragmentation factor	1/13	0.1373795281195877	0.5165172460599202	0	0	7.319259259259259	14.528787488795198	HMGB2
Interleukin-22 soluble receptor signaling pathway	1/13	0.1373795281195877	0.5165172460599202	0	0	7.319259259259259	14.528787488795198	IL10RA
Downregulation of ERBB2-ERBB3 signaling	1/13	0.1373795281195877	0.5165172460599202	0	0	7.319259259259259	14.528787488795198	ERBB3
Organic anion transporters	1/13	0.1373795281195877	0.5165172460599202	0	0	7.319259259259259	14.528787488795198	SLC17A7
ATF2 transcription factor network	2/59	0.14348505239131507	0.5165172460599202	0	0	3.088502506265664	5.996403017776181	DUSP5;JUND
Cell cycle checkpoints	3/117	0.14662998653179873	0.5165172460599202	0	0	2.3200377625678548	4.454108174320039	PSMD9;PSMD13;PSMB3
AKT phosphorylation of cytosolic targets	1/14	0.14713346504291233	0.5165172460599202	0	0	6.7558974358974355	12.947104391599886	AKT1S1
Adhesion and diapedesis of lymphocytes	1/14	0.14713346504291233	0.5165172460599202	0	0	6.7558974358974355	12.947104391599886	CD34
Retrograde neurotrophin signaling	1/14	0.14713346504291233	0.5165172460599202	0	0	6.7558974358974355	12.947104391599886	AP2S1
Viral messenger RNA biosynthesis	1/14	0.14713346504291233	0.5165172460599202	0	0	6.7558974358974355	12.947104391599886	GTF2F2
Transcription	4/181	0.14932250156701887	0.5165172460599202	0	0	1.9949101644016898	3.7936146740862355	GTF3C3;EHMT2;GTF2F2;GTF2E1
Adaptive immune system	10/606	0.1499789430138423	0.5165172460599202	0	0	1.489715386527467	2.8263779723616658	PSMD9;PSMB3;PSMD13;KIF3A;UBE2S;AKT1S1;AP2S1;AP1S1;CD34;FOXO1
Glucose metabolism	2/61	0.15130469020029638	0.5165172460599202	0	0	2.983504842615012	5.634228538686024	GYS1;PGAM2
HIV genome transcription	2/61	0.15130469020029638	0.5165172460599202	0	0	2.983504842615012	5.634228538686024	GTF2F2;GTF2E1
Clathrin derived vesicle budding	2/61	0.15130469020029638	0.5165172460599202	0	0	2.983504842615012	5.634228538686024	VAMP8;AP1S1
Glycosphingolipid biosynthesis: ganglio series	1/15	0.15677759364716048	0.5165172460599202	0	0	6.273015873015873	11.623440977700742	ST6GALNAC4
BMP signaling pathway in stem cells	1/15	0.15677759364716048	0.5165172460599202	0	0	6.273015873015873	11.623440977700742	SMAD5
Interleukin-17 signaling pathway	1/15	0.15677759364716048	0.5165172460599202	0	0	6.273015873015873	11.623440977700742	CD34
Terpenoid backbone biosynthesis	1/15	0.15677759364716048	0.5165172460599202	0	0	6.273015873015873	11.623440977700742	HMGCS2
GluR2-containing AMPA receptor trafficking	1/16	0.16631314467374395	0.5165172460599202	0	0	5.8545185185185185	10.502320388633002	AP2S1
Glutamate neurotransmitter release cycle	1/16	0.16631314467374395	0.5165172460599202	0	0	5.8545185185185185	10.502320388633002	SLC17A7
B cell survival pathway	1/16	0.16631314467374395	0.5165172460599202	0	0	5.8545185185185185	10.502320388633002	JUND
Riboflavin metabolism	1/16	0.16631314467374395	0.5165172460599202	0	0	5.8545185185185185	10.502320388633002	FLAD1
Interleukin-10 anti-inflammatory signaling pathway	1/16	0.16631314467374395	0.5165172460599202	0	0	5.8545185185185185	10.502320388633002	IL10RA
DNA-PK pathway in nonhomologous end joining	1/16	0.16631314467374395	0.5165172460599202	0	0	5.8545185185185185	10.502320388633002	APLF
Nucleotide-like (purinergic) G-protein coupled receptors	1/16	0.16631314467374395	0.5165172460599202	0	0	5.8545185185185185	10.502320388633002	P2RY4
Other semaphorin interactions	1/16	0.16631314467374395	0.5165172460599202	0	0	5.8545185185185185	10.502320388633002	PLXND1
Factors involved in megakaryocyte development and platelet production	3/125	0.16825507328305864	0.5183341773720032	0	0	2.1670219804454898	3.8622272748494564	KIF3A;IRF1;HMG20B
BDNF signaling pathway	5/261	0.1741403464120349	0.5204123256779658	0	0	1.7249363687782806	3.0150054400229163	DUSP5;SLC7A5;NUAK1;ROR2;FBN1
ABCA transporters in lipid homeostasis	1/17	0.17574133511114554	0.5204123256779658	0	0	5.488333333333333	9.542795961300165	ABCA7
Integrin beta-5 pathway	1/17	0.17574133511114554	0.5204123256779658	0	0	5.488333333333333	9.542795961300165	FBN1
Chromatin remodeling by hSWI/SNF ATP-dependent complexes	1/17	0.17574133511114554	0.5204123256779658	0	0	5.488333333333333	9.542795961300165	GTF2E1
Energy-dependent regulation of mTOR by LKB1-AMPK	1/17	0.17574133511114554	0.5204123256779658	0	0	5.488333333333333	9.542795961300165	PRKAG2
AMPK signaling	2/68	0.1792722133801752	0.5267845039325149	0	0	2.6661255411255413	4.582669574860567	GYS1;PRKAG2
Activated AMPK stimulation of fatty-acid oxidation in muscle	1/18	0.1850633684088648	0.534241783484882	0	0	5.165228758169935	8.714035232942257	PRKAG2
Serotonin receptor 4/6/7 and NR3C signaling	1/18	0.1850633684088648	0.534241783484882	0	0	5.165228758169935	8.714035232942257	HTR7
Antiviral mechanism by interferon-stimulated genes	2/70	0.1874041858297754	0.534241783484882	0	0	2.5874474789915967	4.332648649592111	POM121;NUP88
Hedgehog signaling pathway	2/70	0.1874041858297754	0.534241783484882	0	0	2.5874474789915967	4.332648649592111	WNT2B;KIF3A
Interleukin-6 signaling pathway	2/71	0.19148946046035567	0.5399469659316178	0	0	2.54981884057971	4.214652954539777	IRF1;FOXO1
Platelet calcium homeostasis	1/19	0.19428043452777674	0.5399469659316178	0	0	4.878024691358025	7.992412359888833	ATP2B4
Tob role in T-cell activation	1/19	0.19428043452777674	0.5399469659316178	0	0	4.878024691358025	7.992412359888833	TOB1
TNF-alpha effects on cytokine activity, cell motility, and apoptosis	3/135	0.19647284885993427	0.5399469659316178	0	0	2.0018344883815735	3.257447198341402	ERBB3;IRF1;ABCA7
Mitotic G1-G1/S phases	3/135	0.19647284885993427	0.5399469659316178	0	0	2.0018344883815735	3.257447198341402	PSMD9;PSMD13;PSMB3
NGF signaling via TRKA from the plasma membrane	3/136	0.19935694857875363	0.5439596739791707	0	0	1.9866819515155603	3.2038392370831668	AKT1S1;AP2S1;FOXO1
Gene expression regulation in pancreatic beta cells	1/20	0.20339371020785316	0.5471577274605627	0	0	4.621052631578947	7.3595425756815285	FOXO1
Hypertrophy pathway	1/20	0.20339371020785316	0.5471577274605627	0	0	4.621052631578947	7.3595425756815285	JUND
Insulin signaling pathway	5/277	0.205097387318724	0.5478825311591089	0	0	1.6221386744743147	2.5699062097069234	GYS1;KIF3A;RHOJ;PRKAG2;FOXO1
ChREBP regulation by carbohydrates and cAMP	1/21	0.21240435903762647	0.563461563558148	0	0	4.389777777777778	6.800922339574318	PRKAG2
Signaling by SCF-KIT	2/78	0.22037365778220352	0.5712281695023435	0	0	2.3141447368421053	3.4999836111011824	AKT1S1;FOXO1
AKT signaling pathway	1/22	0.2213135316396514	0.5712281695023435	0	0	4.1805291005291005	6.304969006548125	FOXO1
RNA polymerase II promoter escape	1/22	0.2213135316396514	0.5712281695023435	0	0	4.1805291005291005	6.304969006548125	GTF2E1
Smooth muscle contraction	1/22	0.2213135316396514	0.5712281695023435	0	0	4.1805291005291005	6.304969006548125	TPM3
Signaling by bone morphogenetic protein (BMP)	1/23	0.23012236574830935	0.5804130641396524	0	0	3.9903030303030302	5.8623301004779735	SMAD5
Regular glucocorticoid receptor pathway	2/82	0.23704081631738608	0.5804130641396524	0	0	2.1979910714285715	3.1640585514918564	POU1F1;IRF1
SMAD2/3 nuclear pathway	2/82	0.23704081631738608	0.5804130641396524	0	0	2.1979910714285715	3.1640585514918564	TFE3;FOXO1
Plexin D1 signaling	1/24	0.2388319864676454	0.5804130641396524	0	0	3.816618357487923	5.465378251218952	PLXND1
Proteasome complex	1/24	0.2388319864676454	0.5804130641396524	0	0	3.816618357487923	5.465378251218952	PSMB3
Cytosolic tRNA aminoacylation	1/24	0.2388319864676454	0.5804130641396524	0	0	3.816618357487923	5.465378251218952	CARS
Signaling by NGF	4/221	0.24061459188072395	0.5804130641396524	0	0	1.6238634948312367	2.313289079297728	PLEKHG2;AKT1S1;AP2S1;FOXO1
T cell receptor regulation of apoptosis	9/603	0.24377512003425575	0.5804130641396524	0	0	1.3391984359726294	1.8902908030037031	ZBTB18;GYS1;DUSP5;JUND;EWSR1;IRF1;ISG20L2;HCCS;FOXO1
Cell junction organization	2/84	0.24540104364556853	0.5804130641396524	0	0	2.144163763066202	3.012253107304422	CLDN19;PLEC
RNA polymerase I transcription initiation	1/25	0.2474435062624471	0.5804130641396524	0	0	3.6574074074074074	5.107836364061677	EHMT2
Regulatory RNA pathways	1/25	0.2474435062624471	0.5804130641396524	0	0	3.6574074074074074	5.107836364061677	AGO4
SHC1 events in ERBB2 signaling	1/25	0.2474435062624471	0.5804130641396524	0	0	3.6574074074074074	5.107836364061677	ERBB3
Basigin interactions	1/25	0.2474435062624471	0.5804130641396524	0	0	3.6574074074074074	5.107836364061677	SLC7A5
PIP2 hydrolysis	1/25	0.2474435062624471	0.5804130641396524	0	0	3.6574074074074074	5.107836364061677	DAGLA
ALK1 pathway	1/26	0.25595802527059464	0.5804130641396524	0	0	3.5109333333333335	4.784495651539905	SMAD5
TGF-beta signaling in development	1/26	0.25595802527059464	0.5804130641396524	0	0	3.5109333333333335	4.784495651539905	SMAD5
Termination of O-glycan biosynthesis	1/26	0.25595802527059464	0.5804130641396524	0	0	3.5109333333333335	4.784495651539905	ST6GALNAC4
ERBB2 role in signal transduction and oncology	1/26	0.25595802527059464	0.5804130641396524	0	0	3.5109333333333335	4.784495651539905	ERBB3
Glycolysis	1/27	0.26437663130968464	0.5804130641396524	0	0	3.3757264957264956	4.491000901612669	PGAM2
RNA polymerase III transcription initiation from type 2 promoter	1/27	0.26437663130968464	0.5804130641396524	0	0	3.3757264957264956	4.491000901612669	GTF3C3
Insulin regulation of blood glucose	1/27	0.26437663130968464	0.5804130641396524	0	0	3.3757264957264956	4.491000901612669	GYS1
CTCF pathway	1/27	0.26437663130968464	0.5804130641396524	0	0	3.3757264957264956	4.491000901612669	SMAD5
Kinesins	1/27	0.26437663130968464	0.5804130641396524	0	0	3.3757264957264956	4.491000901612669	KIF3A
Cooperation of prefoldin and TriC/CCT  in actin and tubulin folding	1/27	0.26437663130968464	0.5804130641396524	0	0	3.3757264957264956	4.491000901612669	CCT8
EGFR downregulation	1/27	0.26437663130968464	0.5804130641396524	0	0	3.3757264957264956	4.491000901612669	AP2S1
FSH signaling pathway	1/27	0.26437663130968464	0.5804130641396524	0	0	3.3757264957264956	4.491000901612669	FOXO1
Recycling pathway of cell adhesion molecule L1	1/28	0.2727004000348629	0.5811781541203201	0	0	3.2505349794238683	4.223685089497183	AP2S1
TGF-beta receptor activation of SMADs	1/28	0.2727004000348629	0.5811781541203201	0	0	3.2505349794238683	4.223685089497183	PMEPA1
Messenger RNA capping	1/28	0.2727004000348629	0.5811781541203201	0	0	3.2505349794238683	4.223685089497183	GTF2F2
PKB-mediated events	1/28	0.2727004000348629	0.5811781541203201	0	0	3.2505349794238683	4.223685089497183	PRKAG2
Carbohydrate metabolism	4/235	0.2752210702600068	0.5811781541203201	0	0	1.5243555243555245	1.9666939439420332	GYS1;POM121;PGAM2;NUP88
Oncostatin M	5/311	0.27598362293800954	0.5811781541203201	0	0	1.4393872179339307	1.853086899118587	ZBTB18;NUAK1;RRAGB;IRF1;ATP2B4
Hemostasis pathway	7/468	0.2791259563363268	0.5811781541203201	0	0	1.33906833467051	1.708774580322963	SLC7A5;DAGLA;KIF3A;IRF1;ATP2B4;HMG20B;MERTK
Association of TriC/CCT with target proteins during biosynthesis	1/29	0.28093039508432643	0.5811781541203201	0	0	3.1342857142857143	3.9794406688293766	CCT8
BARD1 signaling events	1/29	0.28093039508432643	0.5811781541203201	0	0	3.1342857142857143	3.9794406688293766	EWSR1
Thyroid cancer	1/29	0.28093039508432643	0.5811781541203201	0	0	3.1342857142857143	3.9794406688293766	TPM3
Cell surface interactions at the vascular wall	2/94	0.28727835238111676	0.5811781541203201	0	0	1.9101319875776397	2.3825146274361346	SLC7A5;MERTK
ERBB signaling pathway	2/94	0.28727835238111676	0.5811781541203201	0	0	1.9101319875776397	2.3825146274361346	ERBB3;FOXO1
Glutamate binding and activation of AMPA receptors and synaptic plasticity	1/30	0.2890676682797404	0.5811781541203201	0	0	3.0260536398467432	3.75561844433175	AP2S1
Butanoate metabolism	1/30	0.2890676682797404	0.5811781541203201	0	0	3.0260536398467432	3.75561844433175	HMGCS2
TRAF6-mediated IRF7 activation	1/30	0.2890676682797404	0.5811781541203201	0	0	3.0260536398467432	3.75561844433175	IRF1
Tight junction interactions	1/30	0.2890676682797404	0.5811781541203201	0	0	3.0260536398467432	3.75561844433175	CLDN19
RNA polymerase I, RNA polymerase III, and mitochondrial transcription	2/95	0.2914601701741231	0.5820372573172182	0	0	1.8894969278033795	2.32946991529333	GTF3C3;EHMT2
Interferon signaling	3/168	0.2955563605439707	0.5820372573172182	0	0	1.5987770077456176	1.9487424694042992	POM121;IRF1;NUP88
Gluconeogenesis	1/31	0.29711325962528157	0.5820372573172182	0	0	2.925037037037037	3.549947411649274	PGAM2
Amino acid transport across the plasma membrane	1/31	0.29711325962528157	0.5820372573172182	0	0	2.925037037037037	3.549947411649274	SLC7A5
Inwardly rectifying potassium channels	1/31	0.29711325962528157	0.5820372573172182	0	0	2.925037037037037	3.549947411649274	KCNJ2
